movement_source_key,product_id,movement_datetime,movement_type,quantity_change,source_type,source_id,reason_code,recorded_by
MOV-WASTE-2024-04-20-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-20T17:30:00+10:00,WASTE,-0.018000,WASTE_LOG,WASTE-2024-04-20-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-20-CROISSANT,CROISSANT,2024-04-20T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-20-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-POS-20240421-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-21T17:00:00+10:00,USE,-44.000000,POS_SALE,POS-20240421-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240421-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-21T17:00:00+10:00,USE,-26.000000,POS_SALE,POS-20240421-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240421-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-21T17:00:00+10:00,USE,-14.000000,POS_SALE,POS-20240421-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240421-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-21T17:00:00+10:00,USE,-8.760000,POS_SALE,POS-20240421-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240421-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-21T17:00:00+10:00,USE,-1.314000,POS_SALE,POS-20240421-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240421-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-21T17:00:00+10:00,USE,-4.166667,POS_SALE,POS-20240421-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240421-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-21T17:00:00+10:00,USE,-5.166667,POS_SALE,POS-20240421-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240421-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-21T17:00:00+10:00,USE,-0.558000,POS_SALE,POS-20240421-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240421-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-21T17:00:00+10:00,USE,-9.000000,POS_SALE,POS-20240421-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240421-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-21T17:00:00+10:00,USE,-0.648000,POS_SALE,POS-20240421-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240421-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-21T17:00:00+10:00,USE,-2.800000,POS_SALE,POS-20240421-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-21-MILK_FULL,MILK_FULL,2024-04-21T17:30:00+10:00,WASTE,-0.189000,WASTE_LOG,WASTE-2024-04-21-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-21-MILK_OAT,MILK_OAT,2024-04-21T17:30:00+10:00,WASTE,-0.176000,WASTE_LOG,WASTE-2024-04-21-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-21-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-21T17:30:00+10:00,WASTE,-0.006000,WASTE_LOG,WASTE-2024-04-21-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-21-CROISSANT,CROISSANT,2024-04-21T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-21-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-20-2024-04-22-SUP_A-CROISSANT,CROISSANT,2024-04-22T08:00:00+10:00,RECEIVE,31.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-20-2024-04-22-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-20-2024-04-22-SUP_B-MILK_FULL,MILK_FULL,2024-04-22T08:00:00+10:00,RECEIVE,18.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-20-2024-04-22-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-20-2024-04-22-SUP_B-MILK_OAT,MILK_OAT,2024-04-22T08:00:00+10:00,RECEIVE,13.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-20-2024-04-22-SUP_B-MILK_OAT,,Manager
MOV-GRI-POI-PO-2024-04-20-2024-04-22-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-22T08:00:00+10:00,RECEIVE,8.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-20-2024-04-22-SUP_D-COFFEE_REGULAR,,Manager
MOV-GRI-POI-PO-2024-04-21-2024-04-22-SUP_A-CROISSANT,CROISSANT,2024-04-22T08:00:00+10:00,RECEIVE,20.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-21-2024-04-22-SUP_A-CROISSANT,,Manager
MOV-POS-20240422-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-22T17:00:00+10:00,USE,-30.000000,POS_SALE,POS-20240422-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240422-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-22T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240422-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240422-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-22T17:00:00+10:00,USE,-15.000000,POS_SALE,POS-20240422-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240422-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-22T17:00:00+10:00,USE,-9.360000,POS_SALE,POS-20240422-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240422-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-22T17:00:00+10:00,USE,-1.404000,POS_SALE,POS-20240422-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240422-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-22T17:00:00+10:00,USE,-3.500000,POS_SALE,POS-20240422-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240422-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-22T17:00:00+10:00,USE,-5.333333,POS_SALE,POS-20240422-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240422-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-22T17:00:00+10:00,USE,-0.576000,POS_SALE,POS-20240422-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240422-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-22T17:00:00+10:00,USE,-9.750000,POS_SALE,POS-20240422-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240422-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-22T17:00:00+10:00,USE,-0.702000,POS_SALE,POS-20240422-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240422-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-22T17:00:00+10:00,USE,-3.000000,POS_SALE,POS-20240422-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-22-MILK_FULL,MILK_FULL,2024-04-22T17:30:00+10:00,WASTE,-0.111000,WASTE_LOG,WASTE-2024-04-22-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-22-MILK_OAT,MILK_OAT,2024-04-22T17:30:00+10:00,WASTE,-0.089000,WASTE_LOG,WASTE-2024-04-22-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-22-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-22T17:30:00+10:00,WASTE,-0.018000,WASTE_LOG,WASTE-2024-04-22-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-22-CROISSANT,CROISSANT,2024-04-22T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-22-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-22-2024-04-23-SUP_A-CROISSANT,CROISSANT,2024-04-23T08:00:00+10:00,RECEIVE,20.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-22-2024-04-23-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-22-2024-04-23-SUP_B-MILK_FULL,MILK_FULL,2024-04-23T08:00:00+10:00,RECEIVE,19.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-22-2024-04-23-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-22-2024-04-23-SUP_B-MILK_OAT,MILK_OAT,2024-04-23T08:00:00+10:00,RECEIVE,13.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-22-2024-04-23-SUP_B-MILK_OAT,,Manager
MOV-POS-20240423-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-23T17:00:00+10:00,USE,-30.000000,POS_SALE,POS-20240423-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240423-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-23T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240423-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240423-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-23T17:00:00+10:00,USE,-14.000000,POS_SALE,POS-20240423-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240423-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-23T17:00:00+10:00,USE,-9.480000,POS_SALE,POS-20240423-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240423-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-23T17:00:00+10:00,USE,-1.422000,POS_SALE,POS-20240423-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240423-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-23T17:00:00+10:00,USE,-3.500000,POS_SALE,POS-20240423-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240423-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-23T17:00:00+10:00,USE,-5.333333,POS_SALE,POS-20240423-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240423-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-23T17:00:00+10:00,USE,-0.576000,POS_SALE,POS-20240423-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240423-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-23T17:00:00+10:00,USE,-9.750000,POS_SALE,POS-20240423-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240423-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-23T17:00:00+10:00,USE,-0.702000,POS_SALE,POS-20240423-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240423-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-23T17:00:00+10:00,USE,-3.000000,POS_SALE,POS-20240423-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-23-MILK_FULL,MILK_FULL,2024-04-23T17:30:00+10:00,WASTE,-0.107000,WASTE_LOG,WASTE-2024-04-23-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-23-MILK_OAT,MILK_OAT,2024-04-23T17:30:00+10:00,WASTE,-0.103000,WASTE_LOG,WASTE-2024-04-23-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-23-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-23T17:30:00+10:00,WASTE,-0.013000,WASTE_LOG,WASTE-2024-04-23-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-23-CROISSANT,CROISSANT,2024-04-23T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-23-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-22-2024-04-24-SUP_C-EGGS,EGGS,2024-04-24T08:00:00+10:00,RECEIVE,225.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-22-2024-04-24-SUP_C-EGGS,,Manager
MOV-GRI-POI-PO-2024-04-23-2024-04-24-SUP_A-CROISSANT,CROISSANT,2024-04-24T08:00:00+10:00,RECEIVE,27.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-23-2024-04-24-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-23-2024-04-24-SUP_B-MILK_FULL,MILK_FULL,2024-04-24T08:00:00+10:00,RECEIVE,20.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-23-2024-04-24-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-23-2024-04-24-SUP_B-MILK_OAT,MILK_OAT,2024-04-24T08:00:00+10:00,RECEIVE,14.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-23-2024-04-24-SUP_B-MILK_OAT,,Manager
MOV-GRI-POI-PO-2024-04-23-2024-04-24-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-24T08:00:00+10:00,RECEIVE,8.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-23-2024-04-24-SUP_D-COFFEE_REGULAR,,Manager
MOV-POS-20240424-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-24T17:00:00+10:00,USE,-34.000000,POS_SALE,POS-20240424-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240424-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-24T17:00:00+10:00,USE,-12.000000,POS_SALE,POS-20240424-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240424-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-24T17:00:00+10:00,USE,-16.000000,POS_SALE,POS-20240424-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240424-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-24T17:00:00+10:00,USE,-10.440000,POS_SALE,POS-20240424-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240424-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-24T17:00:00+10:00,USE,-1.566000,POS_SALE,POS-20240424-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240424-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-24T17:00:00+10:00,USE,-4.000000,POS_SALE,POS-20240424-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240424-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-24T17:00:00+10:00,USE,-6.000000,POS_SALE,POS-20240424-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240424-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-24T17:00:00+10:00,USE,-0.648000,POS_SALE,POS-20240424-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240424-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-24T17:00:00+10:00,USE,-11.000000,POS_SALE,POS-20240424-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240424-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-24T17:00:00+10:00,USE,-0.792000,POS_SALE,POS-20240424-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240424-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-24T17:00:00+10:00,USE,-3.200000,POS_SALE,POS-20240424-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-24-MILK_FULL,MILK_FULL,2024-04-24T17:30:00+10:00,WASTE,-0.232000,WASTE_LOG,WASTE-2024-04-24-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-24-MILK_OAT,MILK_OAT,2024-04-24T17:30:00+10:00,WASTE,-0.200000,WASTE_LOG,WASTE-2024-04-24-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-24-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-24T17:30:00+10:00,WASTE,-0.017000,WASTE_LOG,WASTE-2024-04-24-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-24-CROISSANT,CROISSANT,2024-04-24T17:30:00+10:00,WASTE,-2.000000,WASTE_LOG,WASTE-2024-04-24-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-24-2024-04-25-SUP_A-CROISSANT,CROISSANT,2024-04-25T08:00:00+10:00,RECEIVE,34.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-24-2024-04-25-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-24-2024-04-25-SUP_B-MILK_FULL,MILK_FULL,2024-04-25T08:00:00+10:00,RECEIVE,19.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-24-2024-04-25-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-24-2024-04-25-SUP_B-MILK_OAT,MILK_OAT,2024-04-25T08:00:00+10:00,RECEIVE,14.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-24-2024-04-25-SUP_B-MILK_OAT,,Manager
MOV-POS-20240425-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-25T17:00:00+10:00,USE,-32.000000,POS_SALE,POS-20240425-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240425-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-25T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240425-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240425-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-25T17:00:00+10:00,USE,-15.000000,POS_SALE,POS-20240425-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240425-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-25T17:00:00+10:00,USE,-9.720000,POS_SALE,POS-20240425-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240425-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-25T17:00:00+10:00,USE,-1.458000,POS_SALE,POS-20240425-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240425-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-25T17:00:00+10:00,USE,-3.666667,POS_SALE,POS-20240425-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240425-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-25T17:00:00+10:00,USE,-4.833333,POS_SALE,POS-20240425-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240425-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-25T17:00:00+10:00,USE,-0.522000,POS_SALE,POS-20240425-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240425-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-25T17:00:00+10:00,USE,-10.250000,POS_SALE,POS-20240425-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240425-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-25T17:00:00+10:00,USE,-0.738000,POS_SALE,POS-20240425-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240425-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-25T17:00:00+10:00,USE,-3.200000,POS_SALE,POS-20240425-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-25-MILK_FULL,MILK_FULL,2024-04-25T17:30:00+10:00,WASTE,-0.216000,WASTE_LOG,WASTE-2024-04-25-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-25-MILK_OAT,MILK_OAT,2024-04-25T17:30:00+10:00,WASTE,-0.072000,WASTE_LOG,WASTE-2024-04-25-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-25-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-25T17:30:00+10:00,WASTE,-0.017000,WASTE_LOG,WASTE-2024-04-25-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-25-CROISSANT,CROISSANT,2024-04-25T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-25-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-25-2024-04-26-SUP_A-CROISSANT,CROISSANT,2024-04-26T08:00:00+10:00,RECEIVE,31.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-25-2024-04-26-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-25-2024-04-26-SUP_B-MILK_FULL,MILK_FULL,2024-04-26T08:00:00+10:00,RECEIVE,17.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-25-2024-04-26-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-25-2024-04-26-SUP_B-MILK_OAT,MILK_OAT,2024-04-26T08:00:00+10:00,RECEIVE,12.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-25-2024-04-26-SUP_B-MILK_OAT,,Manager
MOV-POS-20240426-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-26T17:00:00+10:00,USE,-30.000000,POS_SALE,POS-20240426-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240426-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-26T17:00:00+10:00,USE,-8.000000,POS_SALE,POS-20240426-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240426-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-26T17:00:00+10:00,USE,-14.000000,POS_SALE,POS-20240426-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240426-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-26T17:00:00+10:00,USE,-9.240000,POS_SALE,POS-20240426-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240426-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-26T17:00:00+10:00,USE,-1.386000,POS_SALE,POS-20240426-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240426-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-26T17:00:00+10:00,USE,-3.500000,POS_SALE,POS-20240426-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240426-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-26T17:00:00+10:00,USE,-4.666667,POS_SALE,POS-20240426-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240426-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-26T17:00:00+10:00,USE,-0.504000,POS_SALE,POS-20240426-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240426-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-26T17:00:00+10:00,USE,-9.750000,POS_SALE,POS-20240426-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240426-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-26T17:00:00+10:00,USE,-0.702000,POS_SALE,POS-20240426-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240426-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-26T17:00:00+10:00,USE,-3.000000,POS_SALE,POS-20240426-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-26-MILK_FULL,MILK_FULL,2024-04-26T17:30:00+10:00,WASTE,-0.148000,WASTE_LOG,WASTE-2024-04-26-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-26-MILK_OAT,MILK_OAT,2024-04-26T17:30:00+10:00,WASTE,-0.183000,WASTE_LOG,WASTE-2024-04-26-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-26-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-26T17:30:00+10:00,WASTE,-0.008000,WASTE_LOG,WASTE-2024-04-26-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-26-CROISSANT,CROISSANT,2024-04-26T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-26-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-26-2024-04-27-SUP_A-CROISSANT,CROISSANT,2024-04-27T08:00:00+10:00,RECEIVE,97.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-26-2024-04-27-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-26-2024-04-27-SUP_B-MILK_FULL,MILK_FULL,2024-04-27T08:00:00+10:00,RECEIVE,38.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-26-2024-04-27-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-26-2024-04-27-SUP_B-MILK_OAT,MILK_OAT,2024-04-27T08:00:00+10:00,RECEIVE,26.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-26-2024-04-27-SUP_B-MILK_OAT,,Manager
MOV-GRI-POI-PO-2024-04-26-2024-04-27-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-27T08:00:00+10:00,RECEIVE,8.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-26-2024-04-27-SUP_D-COFFEE_REGULAR,,Manager
MOV-POS-20240427-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-27T17:00:00+10:00,USE,-53.000000,POS_SALE,POS-20240427-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240427-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-27T17:00:00+10:00,USE,-30.000000,POS_SALE,POS-20240427-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240427-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-27T17:00:00+10:00,USE,-15.000000,POS_SALE,POS-20240427-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240427-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-27T17:00:00+10:00,USE,-10.200000,POS_SALE,POS-20240427-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240427-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-27T17:00:00+10:00,USE,-1.530000,POS_SALE,POS-20240427-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240427-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-27T17:00:00+10:00,USE,-4.833333,POS_SALE,POS-20240427-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240427-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-27T17:00:00+10:00,USE,-5.333333,POS_SALE,POS-20240427-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240427-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-27T17:00:00+10:00,USE,-0.576000,POS_SALE,POS-20240427-DEMO_ICED_LATTE,,SYSTEM
